Proyecto de Ley;Fecha Documento;Fecha de Presentación;N. Trámite;N. Documento;Estado;Comisión asignada;Fecha Calificación CAL;Proponentes
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICA INTEGRAL PENAL";"2025-10-28";"2025-10-28";"473601";"473601";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Justicia y Estructura del Estado";"2025-11-20";"SANMARTÍN PARRA FABIOLA MARIBEL(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICO DEL AMBIENTE";"2025-10-28";"2025-10-28";"473624";"473624";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Bodiversidad y Recursos Naturales";"2025-11-20";"FRITSCHI NARANJO SADE RASHEL(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICA INTEGRAL PENAL PARA LA PROTECCIÓN DE LAS PERSONAS ADULTAS MAYORES";"2025-10-27";"2025-10-27";"AN-JSDA-2025-0070-M";"AN-JSDA-2025-0070-M";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Transparencia, Participación Ciudadana y Control Social";"2025-11-20";"JACOME SILVA DIANA ANGELICA(ASAMBLEÍSTA)"
"PROYECTO DE LEY DE DEPORTE ELECTRÓNICOS";"2025-10-23";"2025-10-23";"473429";"473429";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión del Derecho a la Salud y el Deporte";"2025-11-20";"REYES BAQUERIZO JUAN JOSE(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA CODIFICACIÓN DE LA LEY ORGÁNICA DE EDUCACIÓN INTERCULTURAL PARA GARANTIZAR EL ASCENSO DOCENTE EN EL MAGISTERIO ECUATORIANO";"2025-10-23";"2025-10-23";"473441";"473441";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"No se Asigna Comisión por calificación Negada";"2025-11-20";"LUNA ARÉVALO BLASCO REMIGIO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DEL SERVICIO EXTERIOR";"2025-10-23";"2025-10-23";"473454";"473454";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Relaciones Internacionales y Movilidad Humana";"2025-12-10";"SALAZAR HIDALGO MÓNICA DE JESÚS(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE LAS PERSONAS ADULTAS MAYORES";"2025-10-21";"2025-10-21";"473328";"473328";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Transparencia, Participación Ciudadana y Control Social";"2025-12-18";"FARINANGO DELGADO NATHALY ESTEFANIA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA PARA EL DESARROLLO DE LA ACUICULTURA Y PESCA (LODAP) PARA LA TRAZABILIDAD DIGITAL, INTEROPERABILIDAD CON LA VENTANILLA ÚNICA ECUATORIANA Y FACILITACIÓN SANITARIA";"2025-10-21";"2025-10-21";"473331";"473331";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"No se Asigna Comisión por calificación Negada";"2025-11-20";"SALAS BARRIGA DIEGO ENRIQUE(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICO GENERAL DE PROCESOS RESPECTO A LA VIGENCIA DE LA ORDEN DE APREMIO PERSONAL EN MATERIA DE ALIMENTOS";"2025-10-20";"2025-10-20";"473258";"473258";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Justicia y Estructura del Estado";"2025-11-20";"LARA PEREZ LENIN ALEJANDRO(ASAMBLEÍSTA)"
"PROYECTO DE REFORMA A LA LEY NOTARIAL PARA AUMENTAR LA COBERTURA NACIONAL A FAVOR DEL MIGRANTE ECUATORIANO";"2025-10-16";"2025-10-16";"473178";"473178";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Justicia y Estructura del Estado";"2025-11-20";"RAMIREZ CHALAN GRACIELA JANETH(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE LA FUNCIÓN LEGISLATIVA";"2025-10-15";"2025-10-15";"473130";"473130";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Justicia y Estructura del Estado";"2025-11-20";"MENDOZA IBARRA MARIA BESIBELL(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICO DE COMERCIO, PRODUCCIÓN E INVERSIONES Y A LA LEY ORGÁNICA DE DESARROLLO FRONTERIZO PARA LA FACILITACIÓN DEL COMERCIO Y LA GESTIÓN INTEGRADA DE FRONTERA";"2025-10-15";"2025-10-15";"473116";"473116";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Relaciones Internacionales y Movilidad Humana";"2026-01-09";"SALAS BARRIGA DIEGO ENRIQUE(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA DE DERECHOS HUMANOS";"2025-10-15";"2025-10-15";"473124";"473124";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"No se Asigna Comisión por calificación Negada";"2025-11-20";"NORIEGA DONOSO JAHIREN ELIZABETH(ASAMBLEÍSTA)/ ORDOÑEZ QUEZADA ROQUE MARTIN(ASAMBLEÍSTA)/ IÑIGUEZ GALLARDO MARIA VERONICA(ASAMBLEÍSTA)/ RODRIGUEZ CHAVEZ HECTOR EDUARDO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICO GENERAL DE PROCESOS";"2025-10-15";"2025-10-15";"473151";"473151";"PROYECTO PRESENTADO";"No Asignado";null;"CELLERI GÓMEZ SAMUEL ELIAS(ASAMBLEÍSTA)"
"PROYECTO DE LEY REFORMATORIA DE LA LEY CONSTITUTIVA DEL INSTITUTO NACIONAL DE INVESTIGACIONES AGROPECUARIAS (INIAP)";"2025-10-15";"2025-10-15";"473129";"473129";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Soberanía Alimentaria y Desarrollo del Sector Agropecuario y Pesquero";"2026-01-27";"MENDOZA IBARRA MARIA BESIBELL(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE DEFENSA DEL CONSUMIDOR";"2025-10-15";"2025-10-15";"473132";"473132";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Desarrollo Económico, Productivo y la Microempresa";"2025-11-20";"SALAZAR HIDALGO MÓNICA DE JESÚS(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA DE LA LEY PARA PREVENIR Y REDUCIR LA PÉRDIDA Y EL DESPERDICIO DE ALIMENTOS Y MITIGAR EL HAMBRE DE LAS PERSONAS EN SITUACIÓN DE VULNERABILIDAD ALIMENTARIA";"2025-10-15";"2025-10-15";"473128";"473128";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Soberanía Alimentaria y Desarrollo del Sector Agropecuario y Pesquero";"2025-11-20";"MENDOZA IBARRA MARIA BESIBELL(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICO TRIBUTARIO PARA BRINDAR A LA PERSONA COACTIVADA SEGURIDAD JURÍDICA EN SUS CUENTAS BANCARIAS";"2025-10-14";"2025-10-14";"473039";"473039";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Régimen Económico y Tributario y su Regulación y Control";"2025-10-24";"POLANCO LARA JOHN EDISON(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICO DE ORGANIZACIÓN TERRITORIAL, AUTONOMÍA Y DESCENTRALIZACIÓN";"2025-10-14";"2025-10-14";"473070";"473070";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Gobiernos Autónomos, Descentralización, Competencias y Organización del Territorio";"2025-10-24";"GUSCHMER TAMARIZ MARCELO ANDRES(ASAMBLEÍSTA)"
"PROYECTO DE LEY REFORMATORIA AL CÓDIGO ORGÁNICO DE NIÑEZ Y ADOLESCENCIA PARA DAR CUMPLIMIENTO DE SENTENCIAS DE LA CORTE CONSTITUCIONAL (473064)";"2025-10-14";"2025-10-14";"473064";"473064";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Protección Integral a Niñas, Niños y Adolescentes";"2025-10-24";"SALAZAR HIDALGO MÓNICA DE JESÚS(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICO INTEGRAL PENAL EN MATERIA DE INTEGRIDAD COMPETITIVA Y PREVENCIÓN DEL LAVADO EN EL DEPORTE";"2025-10-14";"2025-10-14";"473068";"473068";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Justicia y Estructura del Estado";"2025-11-20";"CASTRO PIEDRA ADRIÁN ERNESTO(ASAMBLEÍSTA)"
"PROYECTO DE LEY REFORMATORIA DEL CÓDIGO DE TRABAJO PARA LA GARANTÍA DE LA INDEMNIZACIÓN ESPECIAL POR DESPIDO INTEMPESTIVO O INJUSTIFICADO DE PERSONAS CON DISCAPACIDAD Y DE QUIEN TENGA A SU CARGO SU MANUTENCIÓN";"2025-10-13";"2025-10-13";"AN-LPLA-2025-0103-M";"AN-LPLA-2025-0103-M";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"No se Asigna Comisión por calificación Negada";"2025-10-13";"LARA PEREZ LENIN ALEJANDRO(ASAMBLEÍSTA)"
"PROYECTO DE LEY REFORMATORIA A LA LEY ORGÁNICA DEL SISTEMA NACIONAL DE CONTRATACIÓN PÚBLICA PARA LA IMPLEMENTACIÓN DE CRITERIOS DE CONTRATACIÓN PÚBLICA SOSTENIBLE";"2025-10-06";"2025-10-06";"AN-MOLF-2025-0104-M";"AN-MOLF-2025-0104-M";"PROYECTO PRESENTADO";"No Asignado";null;"MOLINA ONOFA LUIS FERNANDO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICO DE ORGANIZACIÓN TERRITORIAL, AUTONOMÍA Y DESCENTRALIZACIÓN (COOTAD) PARA LA GESTIÓN RESPONSABLE";"2025-10-06";"2025-10-06";"472773";"472773";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Gobiernos Autónomos, Descentralización, Competencias y Organización del Territorio";"2025-10-24";"POZO MORETA BRIGIDA LUCIA(ASAMBLEÍSTA)"
"PROYECTO DE LEY QUE ESTABLECE NORMAS PARA EVITAR EL DESPERDICIO DE ALIMENTOS Y SUS CONSECUENCIAS NEGATIVAS EN MATERIAL SOCIAL Y AMBIENTAL Y POSIBILITAR LA REDUCCIÓN DE EMISIONES DE GAS METANO EN EL MARCO DE LA CRISIS CLIMÁTICA";"2025-10-02";"2025-10-02";"472686";"472686";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"No se Asigna Comisión por calificación Negada";"2026-01-27";"DESINTONIO MALAVE VICTORIA TATIANA(ASAMBLEÍSTA)/ CEDEÑO RIVADENEIRA FERNANDO ENRIQUE(ASAMBLEÍSTA)/ BARRETO ZAMBRANO LENIN DANIEL(ASAMBLEÍSTA)/ MENDOZA ANDRADE GUIDO ANDRÉS(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICO INTEGRAL PENAL PARA LA SEGURIDAD RURAL Y PROTECCIÓN PECUARIA";"2025-10-01";"2025-10-01";"472616";"472616";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Justicia y Estructura del Estado";"2025-10-17";"ZAMBRANO VERA MARIO AMADO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY DE PASANTÍAS EN EL SECTOR EMPRESARIAL";"2025-10-01";"2025-10-01";"472635";"472635";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión del Derecho al Trabajo y a la Seguridad Social";"2025-11-20";"BENAVIDES FUENTES CRISTIAN ANDRÉS(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A VARIAS LEYES PARA GARANTIZAR EL DERECHO   A LA PROTECCIÓN PRIORITARIA DE LA MUJER A LA MATERNIDAD";"2025-10-01";"2025-10-01";"472651";"472651";"PROYECTO TRAMITADO EN PRIMER DEBATE";"Comisión del Derecho al Trabajo y a la Seguridad Social";"2025-10-17";"RIZZO ALVEAR JANINA JADIRA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA PARA LA PROMOCIÓN, PREVENCIÓN, DIAGNÓSTICO, ATENCIÓN INTEGRAL Y PROTECCIÓN DE LOS DERECHOS DE LAS PERSONAS QUE VIVEN CON OBESIDAD EN EL ECUADOR";"2025-09-30";"2025-09-30";"472606";"472606";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión del Derecho a la Salud y el Deporte";"2025-12-10";"DURÁN AGUILAR LILIANA ELIZABETH(ASAMBLEÍSTA)/ CORREA GONZALEZ ELIANA KATHERINE(ASAMBLEÍSTA)"
"PROYECTO DE LEY PARA EL FORTALECIMIENTO DE LAS FUERZAS ARMADAS Y POLICÍA NACIONAL";"2025-09-30";"2025-09-30";"472611";"472611";"REGISTRO OFICIAL";"Comisión de Desarrollo Económico, Productivo y la Microempresa";"2025-10-03";"NOBOA AZIN DANIEL ROY-GILCHRIST(PRESIDENCIA DE LA REPÚBLICA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A VARIAS LEYES PARA EL FORTALECIMIENTO Y REGULACIÓN DEL TRABAJO EN EL SECTOR PÚBLICO";"2025-09-29";"2025-09-29";"AN-JZPM-2025-0070-M";"AN-JZPM-2025-0070-M";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión del Derecho al Trabajo y a la Seguridad Social";"2025-10-01";"JARAMILLO ZURITA PAOLA MICHAEL(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE TRANSPORTE TERRESTRE, TRÁNSITO Y SEGURIDAD VIAL Y AL CÓDIGO ORGÁNICO INTEGRAL PENAL";"2025-09-26";"2025-09-26";"472481";"472481";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Justicia y Estructura del Estado";"2025-10-17";"JARAMILLO RODRIGUEZ ANELISSE JOSEBETH(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA INTERCULTURAL PARA EL MANEJO, PROTECCIÓN Y USO SOSTENIBLE DE LOS PÁRAMOS Y OTROS ECOSISTEMAS DE ALTURA";"2025-09-26";"2025-09-26";"472499";"472499";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Bodiversidad y Recursos Naturales";"2025-10-07";"FARINANGO QUILUMBAQUÍN DINA MARIBEL(ASAMBLEÍSTA)/ YUMBAY YALLICO MARIANA(ASAMBLEÍSTA)/ TOAPANTA JAMI ALEX FABRICIO(ASAMBLEÍSTA)"
"PROYECTO DE LEY REFORMATORIA A LA LEY DE MINERÍA";"2025-09-22";"2025-09-22";"472390";"472390";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"No se Asigna Comisión por calificación Negada";"2025-10-06";"ARIAS MONTALVO JESÚS DAVID(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA PARA LA REACTIVACIÓN ECONÓMICA A TRAVÉS DEL FORTALECIMIENTO DE LA VINCULACIÓN DEL SECTOR ECONÓMICO PRODUCTIVO CON LA EDUCACIÓN";"2025-09-19";"2025-09-19";"AN-CAV-2025-0104-M";"AN-CAV-2025-0104-M";"REGISTRO OFICIAL";"Comisión de Desarrollo Económico, Productivo y la Microempresa";"2025-09-29";"CENTENO ARTEAGA VALENTINA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A VARIOS CUERPOS LEGALES PARA EL FORTALECIMIENTO DE LA INCLUSIÓN LABORAL Y EL DERECHO AL EMPLEO PREFERENTE EN LA CIRCUNSCRIPCIÓN TERRITORIAL ESPECIAL AMAZÓNICA";"2025-09-19";"2025-09-19";"472194";"472194";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"No se Asigna Comisión por calificación Negada";"2025-09-29";"CORDOVA DÍAZ COMPS PASCACIO(ASAMBLEÍSTA)/ VALLADAREZ GONZÁLEZ HÉCTOR GUILLERMO(ASAMBLEÍSTA)/ SAANT JUANK NANKI LAURO(ASAMBLEÍSTA)/ BAEZ MERA GUILLERMO VICENTE(ASAMBLEÍSTA)"
"PROYECTO DE LEY REFORMATORIA A LA LEY ORGÁNICA INTEGRAL PARA PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES";"2025-09-10";"2025-09-10";"471742";"471742";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"No se Asigna Comisión por calificación Negada";"2025-09-29";"CABEZAS CASTILLO JANETH PAOLA(ASAMBLEÍSTA)/ HERRERA GÓMEZ ANA CECILIA(ASAMBLEÍSTA)/ MOLINA MENÉNDEZ MARÍA GABRIELA(ASAMBLEÍSTA)/ IÑIGUEZ GALLARDO MARIA VERONICA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE EDUCACIÓN SUPERIOR, PARA GARANTIZAR EL DESARROLLO EQUITATIVO, ARMÓNICO, LA CALIDAD Y SOSTENIBILIDAD DEL SISTEMA DE EDUCACIÓN SUPERIOR";"2025-09-10";"2025-09-10";"471740";"471740";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"No se Asigna Comisión por calificación Negada";"2025-09-29";"NUÑEZ RAMOS SILVIA PATRICIA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE LA FUNCIÓN LEGISLATIVA PARA GARANTIZAR EL CONSENTIMIENTO INFORMADO EN EL RESPALDO DE INICIATIVAS LEGISLATIVAS";"2025-09-09";"2025-09-09";"AN-SBDE-2025-0047-M";"AN-SBDE-2025-0047-M";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Justicia y Estructura del Estado";"2025-09-29";"SALAS BARRIGA DIEGO ENRIQUE(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE LA FUNCIÓN LEGISLATIVA";"2025-09-04";"2025-09-04";"471444";"471444";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Justicia y Estructura del Estado";"2025-09-29";"MOLINA MENÉNDEZ MARÍA GABRIELA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA INTERCULTURAL PARA EL MANEJO, RECUPERACIÓN, PROTECCIÓN Y USO SOSTENIBLE DE LOS PÁRAMOS Y OTROS ECOSISTEMAS DE ALTURA";"2025-09-03";"2025-09-04";"471428";"471428";"ARCHIVADO";"No se Asigna Comisión por calificación Negada";"2025-09-29";"FARINANGO QUILUMBAQUÍN DINA MARIBEL(ASAMBLEÍSTA)/ YUMBAY YALLICO MARIANA(ASAMBLEÍSTA)/ TOAPANTA JAMI ALEX FABRICIO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA DE REPETICIÓN";"2025-09-03";"2025-09-03";"471390";"471390";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Justicia y Estructura del Estado";"2025-09-29";"LARREA VALENCIA JUAN CARLOS(PROCURADURIA GENERAL DEL ESTADO)"
"PROYECTO DE LEY DE AGILIZACIÓN JUDICIAL PARA LA ADOPCIÓN";"2025-09-03";"2025-09-03";"471373";"472373";"INFORME PARA PRIMER DEBATE";"Comisión de Transparencia, Participación Ciudadana y Control Social";"2025-09-29";"POZO MORETA BRIGIDA LUCIA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE GARANTÍAS JURISDICCIONALES Y CONTROL CONSTITUCIONAL PARA RESCATAR A LA JUSTICIA CONSTITUCIONAL";"2025-09-03";"2025-09-03";"471372";"471372";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Transparencia, Participación Ciudadana y Control Social";"2025-09-29";"POZO MORETA BRIGIDA LUCIA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA DE AVIACIÓN CIVIL";"2025-09-02";"2025-09-02";"471301";"471301";"INFORME PARA SEGUNDO DEBATE";"Comisión de Desarrollo Económico, Productivo y la Microempresa";"2025-09-08";"OLSEN PEET NIELS ANTHONEZ(ASAMBLEÍSTA)"
"PROYECTO DE LEY DE FORTALECIMIENTO Y SOSTENIBILIDAD CREDITICIA";"2025-08-28";"2025-08-28";"471102";"471102";"REGISTRO OFICIAL";"Comisión de Desarrollo Económico, Productivo y la Microempresa";"2025-09-01";"NOBOA AZIN DANIEL ROY-GILCHRIST(PRESIDENCIA DE LA REPÚBLICA)"
"PROYECTO DE LEY ORGÁNICA DE REPETICIÓN PARA LA RECUPERACIÓN DE RECURSOS ECONÓMICOS DEL ESTADO";"2025-08-22";"2025-08-22";"AN-LCC-2025-0029-M";"AN-LCC-2025-0029-M";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Justicia y Estructura del Estado";"2025-09-08";"LEON CUEVA CAMILA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA PARA LA REGULACIÓN INTEGRAL DEL USO RESPONSABLE DE CANNABIS EN ECUADOR";"2025-08-21";"2025-08-21";"470808";"470808";"PROYECTO PRESENTADO";"No Asignado";null;"INICIATIVA POPULAR(INICIATIVA POPULAR)"
"PROYECTO DE LEY REFORMATORIA A LA LEY DE MINERÍA";"2025-08-20";"2025-08-20";"470727";"470727";"RETIRADO";"No Asignado";null;"ARIAS MONTALVO JESÚS DAVID(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA PARA LA PROMOCIÓN, PREVENCIÓN, DIAGNÓSTICO, ATENCIÓN INTEGRAL Y PROTECCIÓN DE LOS DERECHOS DE LAS PERSONAS QUE VIVEN CON OBESIDAD EN EL ECUADOR";"2025-08-20";"2025-08-20";"470693";"470693";"PROYECTO PRESENTADO";"No Asignado";null;"DURÁN AGUILAR LILIANA ELIZABETH(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA PARA PREVENIR Y ERRADICAR LA MALNUTRICIÓN EN EL ECUADOR";"2025-08-19";"2025-08-19";"470618";"470618";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión del Derecho a la Salud y el Deporte";"2025-09-08";"NANTIPIA CHUMPI JOSE FERNANDO(ASAMBLEÍSTA)"
"PROYECTO DE LEY REFORMATORIA A LA LEY DE FOMENTO Y DESARROLLO AGROPECUARIO";"2025-08-19";"2025-08-19";"470614";"470614";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Soberanía Alimentaria y Desarrollo del Sector Agropecuario y Pesquero";"2025-09-08";"CEVALLOS MACÍAS FRANCISCO ANDRES(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA PARA LA FLEXIBILIZACIÓN DE LAS PRÁCTICAS PREPROFESIONALES Y LA INCLUSIÓN DE ESTUDIANTES MIGRANTES EN LA EDUCACIÓN SUPERIOR";"2025-08-06";"2025-08-06";"470090";"470090";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Educación, Cultura, Ciencia, Tecnología, Innovación y Saberes Ancestrales";"2025-08-20";"LAVAYEN TAMAYO JOHNNY ALFREDO(ASAMBLEÍSTA)"
"PROYECTO DE LEY PARA EL DESARROLLO LOGÍSTICO, PRODUCTIVO Y ESTRATÉGICO DEL PUERTO DE ESMERALDAS Y SU ZONA DE INFLUENCIA";"2025-08-06";"2025-08-06";"470108";"470108";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Desarrollo Económico, Productivo y la Microempresa";"2025-08-20";"CELLERI GÓMEZ SAMUEL ELIAS(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA DE REGULACIÓN DEL SISTEMA DE VIDEOVIGILANCIA";"2025-07-31";"2025-07-31";"469756";"469756";"RETIRADO";"No Asignado";null;"ALARCÓN BUENO INÉS MARGARITA(ASAMBLEÍSTA)"
"PROYECTO DE LEY QUE REGULA LA INDUSTRIA DEL HIDROCARBURO EN MATERIA DE REDUCCIÓN DE EMISIONES DE GASES DE METANO";"2025-07-21";"2025-07-30";"469667";"469667";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Bodiversidad y Recursos Naturales";"2025-08-13";"BARRETO ZAMBRANO LENIN DANIEL(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA PARA EL CONTROL DE FLUJOS IRREGULARES DE CAPITALES";"2025-07-29";"2025-07-29";"469583";"469583";"REGISTRO OFICIAL";"Comisión de Desarrollo Económico, Productivo y la Microempresa";"2025-08-01";"NOBOA AZIN DANIEL ROY-GILCHRIST(PRESIDENCIA DE LA REPÚBLICA)"
"PROYECTO DE LEY ORGÁNICA QUE REGULA EL APOYO COMPLEMENTARIO Y SUBSIDIARIO DE LAS FUERZAS ARMADAS A LA POLICÍA NACIONAL DE CONFORMIDAD CON LO PREVISTO EN EL ARTÍCULO 158 DE LA CONSTITUCIÓN (469274)";"2025-07-22";"2025-07-22";"469274";"469274";"INFORME PARA SEGUNDO DEBATE";"Comisión de Soberanía, Integración y Seguridad Integral";"2025-08-01";"ALARCÓN BUENO INÉS MARGARITA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICO DE LA FUNCIÓN JUDICIAL";"2025-07-22";"2025-07-22";"469306";"469306";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Justicia y Estructura del Estado";"2025-08-01";"TORRES CADENA ROSA ALEGRIA(ASAMBLEÍSTA)"
